AL, 13, 2025102106,   , BEST,   0, 140N,  700W,  40, 1003, TS,  34, NEQ,   90,   70,    0,   40, 1009,  150,  35,  50,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 035, 
AL, 13, 2025102112,   , BEST,   0, 140N,  714W,  45, 1003, TS,  34, NEQ,   90,   70,    0,   40, 1009,  150,  35,  55,   0,   L,   0,    ,   0,   0,    MELISSA, M,  0,    ,    0,    0,    0,    0, genesis-num, 035, TRANSITIONED, alB82025 to al132025, 
AL, 13, 2025102118,   , BEST,   0, 140N,  724W,  45, 1003, TS,  34, NEQ,   90,   80,    0,   40, 1009,  150,  35,  55,   0,   L,   0,    ,   0,   0,    MELISSA, M, 12, NEQ,   90,    0,    0,    0, genesis-num, 035, 
AL, 13, 2025102200,   , BEST,   0, 141N,  733W,  45, 1003, TS,  34, NEQ,   90,   90,    0,   40, 1009,  150,  40,  55,   0,   L,   0,    ,   0,   0,    MELISSA, M, 12, NEQ,  120,    0,    0,   45, genesis-num, 035, 
AL, 13, 2025102206,   , BEST,   0, 142N,  735W,  45, 1002, TS,  34, NEQ,   90,   90,    0,   40, 1009,  160,  40,  55,   0,   L,   0,    ,   0,   0,    MELISSA, M, 12, NEQ,  120,    0,    0,   45, genesis-num, 035, 
AL, 13, 2025102212,   , BEST,   0, 143N,  737W,  45, 1002, TS,  34, NEQ,   90,   90,    0,   50, 1009,  160,  50,  55,   0,   L,   0,    ,   0,   0,    MELISSA, M, 12, NEQ,  150,   75,    0,   90, genesis-num, 035, 
AL, 13, 2025102218,   , BEST,   0, 143N,  741W,  45, 1002, TS,  34, NEQ,  100,   90,    0,   60, 1008,  150,  60,  55,   0,   L,   0,    ,   0,   0,    MELISSA, M, 12, NEQ,  150,   60,    0,   90, genesis-num, 035, 
AL, 13, 2025102300,   , BEST,   0, 143N,  745W,  45, 1002, TS,  34, NEQ,  100,   90,    0,   60, 1008,  150,  60,  55,   0,   L,   0,    ,   0,   0,    MELISSA, M, 12, NEQ,  180,   60,    0,   90, genesis-num, 035, 
AL, 13, 2025102306,   , BEST,   0, 147N,  748W,  40, 1003, TS,  34, NEQ,  100,   90,    0,   50, 1007,  150,  60,  55,   0,   L,   0,    ,   0,   0,    MELISSA, M, 12, NEQ,  180,   60,    0,  120, genesis-num, 035, 
AL, 13, 2025102312,   , BEST,   0, 152N,  750W,  40, 1003, TS,  34, NEQ,  100,  110,    0,    0, 1007,  150,  60,  50,   0,   L,   0,    ,   0,   0,    MELISSA, M, 12, NEQ,  140,   60,   40,  120, genesis-num, 035, 
AL, 13, 2025102318,   , BEST,   0, 155N,  753W,  40, 1002, TS,  34, NEQ,  100,  120,    0,    0, 1007,  150,  70,  50,   0,   L,   0,    ,   0,   0,    MELISSA, M, 12, NEQ,  150,   60,   30,  120, genesis-num, 035, 
AL, 13, 2025102400,   , BEST,   0, 157N,  755W,  40, 1002, TS,  34, NEQ,  100,  120,    0,    0, 1008,  180,  60,  50,   0,   L,   0,    ,   0,   0,    MELISSA, M, 12, NEQ,   90,   60,   30,   90, genesis-num, 035, 
AL, 13, 2025102406,   , BEST,   0, 158N,  753W,  40, 1002, TS,  34, NEQ,  100,  120,    0,    0, 1008,  180,  50,  50,   0,   L,   0,    ,   0,   0,    MELISSA, M, 12, NEQ,  120,   60,   30,   90, genesis-num, 035, 
AL, 13, 2025102412,   , BEST,   0, 159N,  751W,  45, 1000, TS,  34, NEQ,  100,  120,    0,    0, 1008,  180,  40,  50,   0,   L,   0,    ,   0,   0,    MELISSA, M, 12, NEQ,  150,   90,   15,  105, genesis-num, 035, 
