SH, 02, 2016121812,   , BEST,   0, 147S, 1165E,  25,  998, TD,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
SH, 02, 2016121818,   , BEST,   0, 152S, 1160E,  30,  997, TD,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
SH, 02, 2016121900,   , BEST,   0, 156S, 1156E,  35,  996, TS,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
SH, 02, 2016121906,   , BEST,   0, 160S, 1150E,  35,  996, TS,   0,    ,    0,    0,    0,    0, 1003,  170,  45,   0,   0,   S,   0,    ,   0,   0,     INVEST, S, 
SH, 02, 2016121912,   , BEST,   0, 160S, 1143E,  35,  996, TS,   0,    ,    0,    0,    0,    0, 1003,  170,  45,   0,   0,   S,   0,    ,   0,   0,     INVEST, S, 
SH, 02, 2016121918,   , BEST,   0, 156S, 1135E,  35,  996, TS,  34, NEQ,   25,   30,   30,   25, 1003,  170,  30,   0,   0,   S,   0,    ,   0,   0,        TWO, S,  0,    ,    0,    0,    0,    0, TRANSITIONED, shB12017 to sh022017, 
SH, 02, 2016122000,   , BEST,   0, 148S, 1133E,  35,  996, TS,  34, NEQ,   35,   40,   30,   40, 1003,  170,  30,   0,   0,   S,   0,    ,   0,   0,        TWO, S, 
SH, 02, 2016122003,   , BEST,   0, 144S, 1136E,  35,  996, TS,   0,    ,    0,    0,    0,    0, 1003,  170,  30,   0,   0,    ,   0,    ,   0,   0,        TWO,  , 
SH, 02, 2016122006,   , BEST,   0, 144S, 1140E,  35,  996, TS,  34, NEQ,   45,   50,   30,   50, 1002,  185,  30,  45,   0,   S,   0,    ,   0,   0,        TWO, S, 
SH, 02, 2016122012,   , BEST,   0, 146S, 1140E,  40,  993, TS,  34, NEQ,   55,   60,   50,   60, 1003,  200,  30,   0,   0,   S,   0,    ,   0,   0,        TWO, S, 
SH, 02, 2016122018,   , BEST,   0, 146S, 1139E,  40,  993, TS,  34, NEQ,   65,   75,   75,   65, 1003,  200,  30,   0,   0,   S,   0,    ,   0,   0,        TWO, M, 
SH, 02, 2016122100,   , BEST,   0, 146S, 1138E,  45,  989, TS,  34, NEQ,   70,   90,  100,   70, 1002,  200,  25,   0,   0,   S,   0,    ,   0,   0,        TWO, M, 
SH, 02, 2016122106,   , BEST,   0, 143S, 1140E,  45,  989, TS,  34, NEQ,   85,   85,   80,   80, 1002,  190,  25,   0,   0,   S,   0,    ,   0,   0,        TWO, M, 
SH, 02, 2016122112,   , BEST,   0, 141S, 1142E,  50,  985, TS,  34, NEQ,   85,   85,   80,   80, 1002,  190,  25,   0,   0,   S,   0,    ,   0,   0,     YVETTE, M, 
SH, 02, 2016122118,   , BEST,   0, 143S, 1143E,  45,  990, TS,  34, NEQ,   90,   80,   80,  100, 1001,  180,  20,   0,   0,   S,   0,    ,   0,   0,     YVETTE, M, 
